Time,altitude via 2D coords,altitude via 3D coords,altitude via ecc ano,altitude via true ano
2371,427247.331700,410891.068142,427247.331700,427247.331700
2372,427243.732346,410878.213124,427243.732346,427243.732346
2373,427240.129319,410865.351821,427240.129319,427240.129319
2374,427236.522623,410852.484239,427236.522623,427236.522623
2375,427232.912263,410839.610382,427232.912263,427232.912263
2376,427229.298244,410826.730255,427229.298244,427229.298244
2377,427225.680570,410813.843861,427225.680570,427225.680570
2378,427222.059245,410800.951207,427222.059245,427222.059245
2379,427218.434276,410788.052296,427218.434276,427218.434276
2380,427214.805665,410775.147133,427214.805665,427214.805665
2381,427211.173417,410762.235722,427211.173417,427211.173417
2382,427207.537538,410749.318069,427207.537538,427207.537538
2383,427203.898031,410736.394177,427203.898031,427203.898031
2384,427200.254902,410723.464052,427200.254902,427200.254902
2385,427196.608155,410710.527698,427196.608155,427196.608155
2386,427192.957794,410697.585119,427192.957794,427192.957794
2387,427189.303825,410684.636320,427189.303825,427189.303825
2388,427185.646252,410671.681306,427185.646252,427185.646252
2389,427181.985079,410658.720082,427181.985079,427181.985079
2390,427178.320311,410645.752652,427178.320311,427178.320311
2391,427174.651953,410632.779020,427174.651953,427174.651953
2392,427170.980009,410619.799192,427170.980009,427170.980009
2393,427167.304485,410606.813172,427167.304485,427167.304485
2394,427163.625384,410593.820964,427163.625384,427163.625384
2395,427159.942711,410580.822574,427159.942711,427159.942711
2396,427156.256472,410567.818006,427156.256472,427156.256472
2397,427152.566671,410554.807264,427152.566671,427152.566671
2398,427148.873311,410541.790353,427148.873311,427148.873311
2399,427145.176399,410528.767279,427145.176399,427145.176399
2400,427141.475939,410515.738045,427141.475939,427141.475939
2401,427137.771935,410502.702657,427137.771935,427137.771935
2402,427134.064393,410489.661118,427134.064393,427134.064393
2403,427130.353316,410476.613434,427130.353316,427130.353316
2404,427126.638710,410463.559610,427126.638710,427126.638710
2405,427122.920579,410450.499650,427122.920579,427122.920579
2406,427119.198928,410437.433558,427119.198928,427119.198928
2407,427115.473761,410424.361340,427115.473761,427115.473761
2408,427111.745084,410411.283000,427111.745084,427111.745084
2409,427108.012902,410398.198544,427108.012902,427108.012902
2410,427104.277218,410385.107974,427104.277218,427104.277218
2411,427100.538037,410372.011298,427100.538037,427100.538037
2412,427096.795366,410358.908518,427096.795366,427096.795366
2413,427093.049207,410345.799640,427093.049207,427093.049207
2414,427089.299566,410332.684669,427089.299566,427089.299566
2415,427085.546447,410319.563609,427085.546447,427085.546447
2416,427081.789856,410306.436465,427081.789856,427081.789856
2417,427078.029797,410293.303242,427078.029797,427078.029797
2418,427074.266275,410280.163945,427074.266275,427074.266275
2419,427070.499295,410267.018578,427070.499295,427070.499295
2420,427066.728861,410253.867146,427066.728861,427066.728861
2421,427062.954978,410240.709654,427062.954978,427062.954978
2422,427059.177651,410227.546106,427059.177651,427059.177651
2423,427055.396885,410214.376508,427055.396885,427055.396885
2424,427051.612684,410201.200865,427051.612684,427051.612684
2425,427047.825054,410188.019180,427047.825054,427047.825054
2426,427044.033999,410174.831459,427044.033999,427044.033999
2427,427040.239524,410161.637707,427040.239524,427040.239524
2428,427036.441633,410148.437928,427036.441633,427036.441633
2429,427032.640332,410135.232127,427032.640332,427032.640332
2430,427028.835626,410122.020310,427028.835626,427028.835626
2431,427025.027519,410108.802480,427025.027519,427025.027519
2432,427021.216015,410095.578643,427021.216015,427021.216015
2433,427017.401121,410082.348803,427017.401121,427017.401121
2434,427013.582840,410069.112966,427013.582840,427013.582840
2435,427009.761178,410055.871135,427009.761178,427009.761178
2436,427005.936140,410042.623317,427005.936140,427005.936140
2437,427002.107729,410029.369516,427002.107729,427002.107729
2438,426998.275952,410016.109736,426998.275952,426998.275952
2439,426994.440812,410002.843982,426994.440812,426994.440812
2440,426990.602316,409989.572260,426990.602316,426990.602316
2441,426986.760467,409976.294575,426986.760467,426986.760467
2442,426982.915270,409963.010930,426982.915270,426982.915270
2443,426979.066731,409949.721331,426979.066731,426979.066731
2444,426975.214854,409936.425783,426975.214854,426975.214854
2445,426971.359644,409923.124291,426971.359644,426971.359644
2446,426967.501107,409909.816859,426967.501107,426967.501107
2447,426963.639246,409896.503493,426963.639246,426963.639246
2448,426959.774067,409883.184196,426959.774067,426959.774067
2449,426955.905575,409869.858976,426955.905575,426955.905575
2450,426952.033775,409856.527835,426952.033775,426952.033775
2451,426948.158671,409843.190779,426948.158671,426948.158671
2452,426944.280268,409829.847813,426944.280268,426944.280268
2453,426940.398572,409816.498942,426940.398572,426940.398572
2454,426936.513588,409803.144171,426936.513588,426936.513588
2455,426932.625319,409789.783504,426932.625319,426932.625319
2456,426928.733771,409776.416947,426928.733771,426928.733771
2457,426924.838950,409763.044505,426924.838950,426924.838950
2458,426920.940860,409749.666181,426920.940860,426920.940860
2459,426917.039505,409736.281982,426917.039505,426917.039505
2460,426913.134892,409722.891913,426913.134892,426913.134892
2461,426909.227024,409709.495977,426909.227024,426909.227024
2462,426905.315907,409696.094181,426905.315907,426905.315907
2463,426901.401546,409682.686529,426901.401546,426901.401546
2464,426897.483945,409669.273026,426897.483945,426897.483945
2465,426893.563111,409655.853677,426893.563111,426893.563111
2466,426889.639047,409642.428487,426889.639047,426889.639047
2467,426885.711758,409628.997461,426885.711758,426885.711758
2468,426881.781250,409615.560603,426881.781250,426881.781250
2469,426877.847528,409602.117920,426877.847528,426877.847528
2470,426873.910596,409588.669415,426873.910596,426873.910596
2471,426869.970460,409575.215095,426869.970460,426869.970460
2472,426866.027124,409561.754963,426866.027124,426866.027124
2473,426862.080594,409548.289025,426862.080594,426862.080594
2474,426858.130875,409534.817285,426858.130875,426858.130875
2475,426854.177971,409521.339750,426854.177971,426854.177971
2476,426850.221887,409507.856423,426850.221887,426850.221887
2477,426846.262629,409494.367310,426846.262629,426846.262629
2478,426842.300202,409480.872416,426842.300202,426842.300202
2479,426838.334610,409467.371746,426838.334610,426838.334610
2480,426834.365859,409453.865305,426834.365859,426834.365859
2481,426830.393954,409440.353097,426830.393954,426830.393954
2482,426826.418900,409426.835129,426826.418900,426826.418900
2483,426822.440701,409413.311404,426822.440701,426822.440701
2484,426818.459363,409399.781928,426818.459363,426818.459363
2485,426814.474890,409386.246707,426814.474890,426814.474890
2486,426810.487289,409372.705744,426810.487289,426810.487289
2487,426806.496564,409359.159045,426806.496564,426806.496564
2488,426802.502719,409345.606616,426802.502719,426802.502719
2489,426798.505761,409332.048461,426798.505761,426798.505761
2490,426794.505694,409318.484584,426794.505694,426794.505694
2491,426790.502523,409304.914993,426790.502523,426790.502523
2492,426786.496253,409291.339690,426786.496253,426786.496253
2493,426782.486890,409277.758682,426782.486890,426782.486890
2494,426778.474438,409264.171974,426778.474438,426778.474438
2495,426774.458903,409250.579570,426774.458903,426774.458903
2496,426770.440289,409236.981476,426770.440289,426770.440289
2497,426766.418602,409223.377696,426766.418602,426766.418602
2498,426762.393847,409209.768236,426762.393846,426762.393847
2499,426758.366028,409196.153102,426758.366028,426758.366028
2500,426754.335152,409182.532297,426754.335152,426754.335152
2501,426750.301223,409168.905827,426750.301223,426750.301223
2502,426746.264246,409155.273698,426746.264246,426746.264246
2503,426742.224226,409141.635914,426742.224226,426742.224226
2504,426738.181169,409127.992480,426738.181169,426738.181169
2505,426734.135079,409114.343402,426734.135079,426734.135079
2506,426730.085962,409100.688685,426730.085962,426730.085962
2507,426726.033823,409087.028333,426726.033823,426726.033823
2508,426721.978667,409073.362352,426721.978667,426721.978667
2509,426717.920499,409059.690748,426717.920499,426717.920499
2510,426713.859325,409046.013524,426713.859325,426713.859325
2511,426709.795149,409032.330687,426709.795149,426709.795149
2512,426705.727976,409018.642242,426705.727976,426705.727976
2513,426701.657812,409004.948192,426701.657812,426701.657812
2514,426697.584662,408991.248545,426697.584662,426697.584662
2515,426693.508532,408977.543305,426693.508532,426693.508532
2516,426689.429425,408963.832477,426689.429425,426689.429425
2517,426685.347348,408950.116065,426685.347348,426685.347348
2518,426681.262305,408936.394077,426681.262305,426681.262305
2519,426677.174302,408922.666516,426677.174302,426677.174302
2520,426673.083344,408908.933387,426673.083344,426673.083344
2521,426668.989436,408895.194697,426668.989436,426668.989436
2522,426664.892584,408881.450450,426664.892584,426664.892584
2523,426660.792791,408867.700651,426660.792791,426660.792791
2524,426656.690065,408853.945305,426656.690065,426656.690065
2525,426652.584410,408840.184418,426652.584410,426652.584410
2526,426648.475830,408826.417995,426648.475830,426648.475830
2527,426644.364332,408812.646041,426644.364332,426644.364332
2528,426640.249921,408798.868561,426640.249921,426640.249921
2529,426636.132601,408785.085561,426636.132601,426636.132601
2530,426632.012378,408771.297045,426632.012378,426632.012378
2531,426627.889257,408757.503019,426627.889257,426627.889257
2532,426623.763244,408743.703488,426623.763244,426623.763244
2533,426619.634344,408729.898458,426619.634344,426619.634344
2534,426615.502561,408716.087933,426615.502561,426615.502561
2535,426611.367901,408702.271919,426611.367901,426611.367901
2536,426607.230370,408688.450421,426607.230370,426607.230370
2537,426603.089972,408674.623444,426603.089972,426603.089972
2538,426598.946714,408660.790993,426598.946714,426598.946714
2539,426594.800599,408646.953075,426594.800599,426594.800599
2540,426590.651634,408633.109693,426590.651634,426590.651634
2541,426586.499823,408619.260853,426586.499823,426586.499823
2542,426582.345172,408605.406561,426582.345172,426582.345172
2543,426578.187686,408591.546822,426578.187686,426578.187686
2544,426574.027371,408577.681640,426574.027371,426574.027371
2545,426569.864231,408563.811022,426569.864231,426569.864231
2546,426565.698273,408549.934972,426565.698273,426565.698273
2547,426561.529501,408536.053497,426561.529501,426561.529501
2548,426557.357920,408522.166600,426557.357920,426557.357920
2549,426553.183536,408508.274287,426553.183536,426553.183536
2550,426549.006354,408494.376564,426549.006354,426549.006354
2551,426544.826380,408480.473436,426544.826380,426544.826380
2552,426540.643618,408466.564908,426540.643618,426540.643618
2553,426536.458074,408452.650986,426536.458074,426536.458074
2554,426532.269754,408438.731674,426532.269754,426532.269754
2555,426528.078662,408424.806978,426528.078662,426528.078662
2556,426523.884804,408410.876904,426523.884804,426523.884804
2557,426519.688186,408396.941457,426519.688186,426519.688186
2558,426515.488812,408383.000641,426515.488812,426515.488812
2559,426511.287339,408369.056622,426511.287339,426511.287339
2560,426507.082469,408355.105085,426507.082469,426507.082469
2561,426502.874861,408341.148195,426502.874861,426502.874861
2562,426498.664518,408327.185959,426498.664518,426498.664518
2563,426494.451447,408313.218381,426494.451447,426494.451447
2564,426490.235652,408299.245467,426490.235652,426490.235652
2565,426486.017139,408285.267222,426486.017139,426486.017139
2566,426481.795913,408271.283652,426481.795913,426481.795913
2567,426477.571980,408257.294761,426477.571980,426477.571980
2568,426473.345345,408243.300556,426473.345345,426473.345345
2569,426469.116013,408229.301042,426469.116013,426469.116013
2570,426464.883990,408215.296223,426464.883990,426464.883990
2571,426460.649281,408201.286106,426460.649281,426460.649281
2572,426456.411891,408187.270695,426456.411891,426456.411891
2573,426452.171827,408173.249997,426452.171827,426452.171827
2574,426447.929092,408159.224016,426447.929092,426447.929092
2575,426443.683693,408145.192757,426443.683693,426443.683693
2576,426439.435635,408131.156227,426439.435635,426439.435635
2577,426435.184923,408117.114430,426435.184923,426435.184923
2578,426430.931563,408103.067373,426430.931563,426430.931563
2579,426426.675561,408089.015059,426426.675561,426426.675561
2580,426422.416920,408074.957495,426422.416920,426422.416920
2581,426418.155648,408060.894686,426418.155648,426418.155648
2582,426413.891749,408046.826638,426413.891749,426413.891749
2583,426409.625228,408032.753355,426409.625228,426409.625228
2584,426405.356092,408018.674843,426405.356092,426405.356092
2585,426401.084345,408004.591109,426401.084345,426401.084345
2586,426396.809994,407990.502156,426396.809994,426396.809994
2587,426392.533042,407976.407990,426392.533042,426392.533042
2588,426388.253497,407962.308618,426388.253497,426388.253497
2589,426383.971362,407948.204043,426383.971362,426383.971362
2590,426379.686645,407934.094273,426379.686645,426379.686645
2591,426375.399349,407919.979311,426375.399349,426375.399349
2592,426371.109481,407905.859164,426371.109481,426371.109481
2593,426366.817046,407891.733837,426366.817046,426366.817046
2594,426362.522049,407877.603335,426362.522049,426362.522049
2595,426358.224497,407863.467665,426358.224497,426358.224497
2596,426353.924393,407849.326830,426353.924393,426353.924393
2597,426349.621745,407835.180837,426349.621745,426349.621745
2598,426345.316556,407821.029691,426345.316556,426345.316556
2599,426341.008833,407806.873398,426341.008833,426341.008833
2600,426336.698582,407792.711963,426336.698582,426336.698582
2601,426332.385806,407778.545391,426332.385806,426332.385806
2602,426328.070514,407764.373688,426328.070514,426328.070514
2603,426323.752708,407750.196860,426323.752708,426323.752708
2604,426319.432396,407736.014911,426319.432396,426319.432396
2605,426315.109582,407721.827848,426315.109582,426315.109582
2606,426310.784272,407707.635675,426310.784272,426310.784272
2607,426306.456471,407693.438399,426306.456471,426306.456471
2608,426302.126186,407679.236025,426302.126186,426302.126186
2609,426297.793421,407665.028558,426297.793421,426297.793421
2610,426293.458182,407650.816003,426293.458182,426293.458182
2611,426289.120474,407636.598367,426289.120474,426289.120474
2612,426284.780303,407622.375654,426284.780303,426284.780303
2613,426280.437675,407608.147871,426280.437675,426280.437675
2614,426276.092595,407593.915022,426276.092595,426276.092595
2615,426271.745068,407579.677113,426271.745068,426271.745068
2616,426267.395100,407565.434150,426267.395100,426267.395100
2617,426263.042696,407551.186139,426263.042696,426263.042696
2618,426258.687863,407536.933083,426258.687863,426258.687863
2619,426254.330605,407522.674990,426254.330605,426254.330605
2620,426249.970928,407508.411865,426249.970928,426249.970928
2621,426245.608838,407494.143713,426245.608838,426245.608838
2622,426241.244340,407479.870540,426241.244340,426241.244340
2623,426236.877439,407465.592351,426236.877439,426236.877439
2624,426232.508142,407451.309151,426232.508142,426232.508142
2625,426228.136454,407437.020947,426228.136454,426228.136454
2626,426223.762379,407422.727744,426223.762379,426223.762379
2627,426219.385925,407408.429547,426219.385925,426219.385925
2628,426215.007096,407394.126362,426215.007096,426215.007096
2629,426210.625898,407379.818195,426210.625898,426210.625898
2630,426206.242336,407365.505050,426206.242336,426206.242336
2631,426201.856416,407351.186934,426201.856416,426201.856416
2632,426197.468144,407336.863853,426197.468144,426197.468144
2633,426193.077526,407322.535810,426193.077526,426193.077526
2634,426188.684566,407308.202813,426188.684566,426188.684566
2635,426184.289270,407293.864867,426184.289270,426184.289270
2636,426179.891644,407279.521977,426179.891644,426179.891644
2637,426175.491693,407265.174149,426175.491693,426175.491693
2638,426171.089424,407250.821388,426171.089424,426171.089424
2639,426166.684841,407236.463701,426166.684841,426166.684841
2640,426162.277951,407222.101091,426162.277951,426162.277951
2641,426157.868758,407207.733567,426157.868758,426157.868758
2642,426153.457268,407193.361131,426153.457268,426153.457268
2643,426149.043488,407178.983791,426149.043488,426149.043488
2644,426144.627422,407164.601552,426144.627422,426144.627422
2645,426140.209077,407150.214420,426140.209077,426140.209077
2646,426135.788457,407135.822400,426135.788457,426135.788457
2647,426131.365568,407121.425497,426131.365568,426131.365568
2648,426126.940417,407107.023717,426126.940417,426126.940417
2649,426122.513008,407092.617067,426122.513008,426122.513008
2650,426118.083348,407078.205551,426118.083348,426118.083348
2651,426113.651441,407063.789174,426113.651441,426113.651441
2652,426109.217294,407049.367944,426109.217294,426109.217294
2653,426104.780911,407034.941865,426104.780911,426104.780911
2654,426100.342300,407020.510943,426100.342300,426100.342300
2655,426095.901465,407006.075183,426095.901465,426095.901465
2656,426091.458412,406991.634592,426091.458412,426091.458412
2657,426087.013146,406977.189174,426087.013146,426087.013146
2658,426082.565674,406962.738935,426082.565674,426082.565674
2659,426078.116001,406948.283882,426078.116001,426078.116001
2660,426073.664132,406933.824019,426073.664132,426073.664132
2661,426069.210073,406919.359353,426069.210073,426069.210073
2662,426064.753830,406904.889888,426064.753830,426064.753830
2663,426060.295409,406890.415631,426060.295409,426060.295409
2664,426055.834815,406875.936587,426055.834815,426055.834815
2665,426051.372054,406861.452762,426051.372054,426051.372054
2666,426046.907131,406846.964162,426046.907131,426046.907131
2667,426042.440052,406832.470791,426042.440052,426042.440052
2668,426037.970823,406817.972657,426037.970823,426037.970823
2669,426033.499450,406803.469764,426033.499450,426033.499450
2670,426029.025937,406788.962117,426029.025937,426029.025937
2671,426024.550292,406774.449724,426024.550292,426024.550292
2672,426020.072519,406759.932589,426020.072519,426020.072519
2673,426015.592624,406745.410718,426015.592624,426015.592624
2674,426011.110613,406730.884117,426011.110613,426011.110613
2675,426006.626491,406716.352792,426006.626491,426006.626491
2676,426002.140265,406701.816747,426002.140265,426002.140265
2677,425997.651940,406687.275989,425997.651940,425997.651940
2678,425993.161521,406672.730524,425993.161521,425993.161521
2679,425988.669014,406658.180356,425988.669014,425988.669014
2680,425984.174426,406643.625493,425984.174426,425984.174426
2681,425979.677761,406629.065939,425979.677761,425979.677761
2682,425975.179026,406614.501700,425975.179026,425975.179026
2683,425970.678225,406599.932782,425970.678225,425970.678225
2684,425966.175366,406585.359191,425966.175366,425966.175366
2685,425961.670453,406570.780932,425961.670453,425961.670453
2686,425957.163492,406556.198011,425957.163492,425957.163492
2687,425952.654489,406541.610433,425952.654489,425952.654489
2688,425948.143450,406527.018205,425948.143450,425948.143450
2689,425943.630381,406512.421333,425943.630381,425943.630381
2690,425939.115286,406497.819820,425939.115286,425939.115286
2691,425934.598172,406483.213675,425934.598172,425934.598172
2692,425930.079045,406468.602901,425930.079045,425930.079045
2693,425925.557911,406453.987506,425925.557911,425925.557911
2694,425921.034774,406439.367494,425921.034774,425921.034774
2695,425916.509641,406424.742872,425916.509641,425916.509641
2696,425911.982518,406410.113644,425911.982518,425911.982518
2697,425907.453409,406395.479818,425907.453409,425907.453409
2698,425902.922322,406380.841398,425902.922322,425902.922322
2699,425898.389262,406366.198390,425898.389262,425898.389262
2700,425893.854234,406351.550801,425893.854234,425893.854234
2701,425889.317245,406336.898635,425889.317245,425889.317245
2702,425884.778299,406322.241899,425884.778299,425884.778299
2703,425880.237403,406307.580598,425880.237403,425880.237403
2704,425875.694563,406292.914738,425875.694563,425875.694563
2705,425871.149784,406278.244324,425871.149784,425871.149784
2706,425866.603072,406263.569364,425866.603072,425866.603072
2707,425862.054433,406248.889861,425862.054433,425862.054433
2708,425857.503873,406234.205823,425857.503873,425857.503873
2709,425852.951397,406219.517254,425852.951397,425852.951397
2710,425848.397011,406204.824161,425848.397011,425848.397011
2711,425843.840721,406190.126549,425843.840721,425843.840721
2712,425839.282533,406175.424424,425839.282533,425839.282533
2713,425834.722452,406160.717792,425834.722452,425834.722452
2714,425830.160485,406146.006659,425830.160485,425830.160485
2715,425825.596637,406131.291029,425825.596637,425825.596637
2716,425821.030913,406116.570911,425821.030913,425821.030913
2717,425816.463320,406101.846308,425816.463320,425816.463320
2718,425811.893864,406087.117226,425811.893864,425811.893864
2719,425807.322550,406072.383672,425807.322550,425807.322550
2720,425802.749384,406057.645652,425802.749384,425802.749384
2721,425798.174371,406042.903170,425798.174371,425798.174371
2722,425793.597519,406028.156234,425793.597519,425793.597519
2723,425789.018832,406013.404848,425789.018832,425789.018832
2724,425784.438316,405998.649018,425784.438316,425784.438316
2725,425779.855977,405983.888751,425779.855977,425779.855977
2726,425775.271821,405969.124051,425775.271821,425775.271821
2727,425770.685854,405954.354926,425770.685854,425770.685854
2728,425766.098081,405939.581380,425766.098081,425766.098081
2729,425761.508509,405924.803419,425761.508509,425761.508509
2730,425756.917143,405910.021050,425756.917143,425756.917143
2731,425752.323989,405895.234277,425752.323989,425752.323989
2732,425747.729052,405880.443108,425747.729052,425747.729052
2733,425743.132340,405865.647547,425743.132340,425743.132340
2734,425738.533856,405850.847601,425738.533856,425738.533856
2735,425733.933609,405836.043275,425733.933609,425733.933609
2736,425729.331602,405821.234575,425729.331602,425729.331602
2737,425724.727842,405806.421507,425724.727842,425724.727842
2738,425720.122335,405791.604077,425720.122335,425720.122335
2739,425715.515087,405776.782290,425715.515087,425715.515087
2740,425710.906103,405761.956153,425710.906103,425710.906103
2741,425706.295390,405747.125671,425706.295390,425706.295390
2742,425701.682953,405732.290851,425701.682953,425701.682953
2743,425697.068798,405717.451697,425697.068798,425697.068798
2744,425692.452930,405702.608216,425692.452930,425692.452930
2745,425687.835357,405687.760413,425687.835357,425687.835357
2746,425683.216083,405672.908295,425683.216083,425683.216083
2747,425678.595115,405658.051868,425678.595115,425678.595115
2748,425673.972458,405643.191136,425673.972458,425673.972458
2749,425669.348119,405628.326106,425669.348119,425669.348119
2750,425664.722102,405613.456785,425664.722102,425664.722102
2751,425660.094415,405598.583176,425660.094415,425660.094415
2752,425655.465062,405583.705288,425655.465062,425655.465062
2753,425650.834050,405568.823125,425650.834050,425650.834050
2754,425646.201384,405553.936693,425646.201384,425646.201384
2755,425641.567071,405539.045998,425641.567071,425641.567071
2756,425636.931117,405524.151047,425636.931117,425636.931117
2757,425632.293526,405509.251844,425632.293526,425632.293526
2758,425627.654306,405494.348396,425627.654306,425627.654306
2759,425623.013462,405479.440708,425623.013462,425623.013462
2760,425618.370999,405464.528787,425618.370999,425618.370999
2761,425613.726925,405449.612638,425613.726925,425613.726925
2762,425609.081244,405434.692268,425609.081244,425609.081244
2763,425604.433963,405419.767681,425604.433963,425604.433963
2764,425599.785087,405404.838885,425599.785087,425599.785087
2765,425595.134622,405389.905884,425595.134622,425595.134622
2766,425590.482575,405374.968685,425590.482575,425590.482575
2767,425585.828951,405360.027294,425585.828951,425585.828951
2768,425581.173756,405345.081717,425581.173756,425581.173756
2769,425576.516996,405330.131958,425576.516996,425576.516996
2770,425571.858676,405315.178025,425571.858676,425571.858676
2771,425567.198804,405300.219924,425567.198804,425567.198804
2772,425562.537384,405285.257659,425562.537384,425562.537384
2773,425557.874423,405270.291237,425557.874423,425557.874423
2774,425553.209927,405255.320664,425553.209927,425553.209927
2775,425548.543901,405240.345946,425548.543901,425548.543901
2776,425543.876351,405225.367089,425543.876351,425543.876351
2777,425539.207284,405210.384098,425539.207284,425539.207284
2778,425534.536705,405195.396980,425534.536705,425534.536705
2779,425529.864620,405180.405740,425529.864620,425529.864620
2780,425525.191035,405165.410385,425525.191035,425525.191035
2781,425520.515956,405150.410920,425520.515956,425520.515956
2782,425515.839389,405135.407351,425515.839389,425515.839389
2783,425511.161340,405120.399684,425511.161340,425511.161340
2784,425506.481815,405105.387925,425506.481815,425506.481815
2785,425501.800819,405090.372080,425501.800819,425501.800819
2786,425497.118359,405075.352155,425497.118359,425497.118359
2787,425492.434441,405060.328155,425492.434441,425492.434441
2788,425487.749071,405045.300088,425487.749071,425487.749071
2789,425483.062254,405030.267958,425483.062254,425483.062254
2790,425478.373996,405015.231771,425478.373996,425478.373996
2791,425473.684304,405000.191534,425473.684304,425473.684304
2792,425468.993183,404985.147253,425468.993183,425468.993183
2793,425464.300640,404970.098932,425464.300640,425464.300640
2794,425459.606680,404955.046579,425459.606680,425459.606680
2795,425454.911309,404939.990200,425454.911309,425454.911309
2796,425450.214533,404924.929799,425450.214533,425450.214533
2797,425445.516359,404909.865384,425445.516359,425445.516359
2798,425440.816791,404894.796959,425440.816791,425440.816791
2799,425436.115837,404879.724532,425436.115837,425436.115837
2800,425431.413502,404864.648108,425431.413502,425431.413502
2801,425426.709792,404849.567692,425426.709792,425426.709792
2802,425422.004712,404834.483292,425422.004712,425422.004712
2803,425417.298270,404819.394912,425417.298270,425417.298270
2804,425412.590471,404804.302559,425412.590471,425412.590471
2805,425407.881320,404789.206239,425407.881320,425407.881320
2806,425403.170825,404774.105957,425403.170825,425403.170825
2807,425398.458990,404759.001720,425398.458990,425398.458990
2808,425393.745822,404743.893534,425393.745822,425393.745822
2809,425389.031327,404728.781404,425389.031327,425389.031327
2810,425384.315511,404713.665337,425384.315511,425384.315511
2811,425379.598380,404698.545338,425379.598380,425379.598380
2812,425374.879939,404683.421414,425374.879939,425374.879939
2813,425370.160195,404668.293570,425370.160195,425370.160195
2814,425365.439154,404653.161813,425365.439154,425365.439154
2815,425360.716822,404638.026148,425360.716822,425360.716822
2816,425355.993204,404622.886581,425355.993204,425355.993204
2817,425351.268307,404607.743119,425351.268307,425351.268307
2818,425346.542137,404592.595767,425346.542137,425346.542137
2819,425341.814700,404577.444532,425341.814700,425341.814700
2820,425337.086001,404562.289418,425337.086001,425337.086001
2821,425332.356047,404547.130433,425332.356047,425332.356047
2822,425327.624844,404531.967582,425327.624844,425327.624844
2823,425322.892398,404516.800872,425322.892398,425322.892398
2824,425318.158714,404501.630308,425318.158714,425318.158714
2825,425313.423799,404486.455896,425313.423799,425313.423799
2826,425308.687659,404471.277642,425308.687659,425308.687659
2827,425303.950300,404456.095552,425303.950300,425303.950300
2828,425299.211727,404440.909633,425299.211727,425299.211727
2829,425294.471947,404425.719889,425294.471947,425294.471947
2830,425289.730966,404410.526328,425289.730966,425289.730966
2831,425284.988790,404395.328955,425284.988790,425284.988790
2832,425280.245425,404380.127777,425280.245425,425280.245425
2833,425275.500877,404364.922798,425275.500877,425275.500877
2834,425270.755151,404349.714026,425270.755151,425270.755151
2835,425266.008255,404334.501466,425266.008255,425266.008255
2836,425261.260193,404319.285124,425261.260193,425261.260193
2837,425256.510972,404304.065007,425256.510972,425256.510972
2838,425251.760599,404288.841119,425251.760599,425251.760599
2839,425247.009078,404273.613468,425247.009078,425247.009078
2840,425242.256417,404258.382059,425242.256417,425242.256417
2841,425237.502620,404243.146899,425237.502620,425237.502620
2842,425232.747695,404227.907992,425232.747695,425232.747695
2843,425227.991647,404212.665346,425227.991647,425227.991647
2844,425223.234482,404197.418967,425223.234482,425223.234482
2845,425218.476206,404182.168859,425218.476206,425218.476206
2846,425213.716826,404166.915030,425213.716826,425213.716826
2847,425208.956346,404151.657486,425208.956346,425208.956346
2848,425204.194775,404136.396232,425204.194775,425204.194775
2849,425199.432116,404121.131274,425199.432116,425199.432116
2850,425194.668378,404105.862619,425194.668378,425194.668378
2851,425189.903564,404090.590272,425189.903564,425189.903564
2852,425185.137682,404075.314240,425185.137682,425185.137682
2853,425180.370738,404060.034528,425180.370738,425180.370738
2854,425175.602738,404044.751143,425175.602738,425175.602738
2855,425170.833687,404029.464090,425170.833687,425170.833687
2856,425166.063592,404014.173377,425166.063592,425166.063592
2857,425161.292458,403998.879007,425161.292458,425161.292458
2858,425156.520293,403983.580989,425156.520293,425156.520293
2859,425151.747101,403968.279327,425151.747101,425151.747101
2860,425146.972890,403952.974029,425146.972890,425146.972890
2861,425142.197664,403937.665099,425142.197664,425142.197664
2862,425137.421431,403922.352544,425137.421431,425137.421431
2863,425132.644196,403907.036369,425132.644196,425132.644196
2864,425127.865965,403891.716582,425127.865965,425127.865965
2865,425123.086744,403876.393188,425123.086744,425123.086744
2866,425118.306540,403861.066193,425118.306540,425118.306540
2867,425113.525358,403845.735603,425113.525358,425113.525358
2868,425108.743205,403830.401424,425108.743205,425108.743205
2869,425103.960086,403815.063663,425103.960086,425103.960086
2870,425099.176008,403799.722325,425099.176008,425099.176008
2871,425094.390976,403784.377416,425094.390976,425094.390976
2872,425089.604998,403769.028942,425089.604998,425089.604998
2873,425084.818078,403753.676910,425084.818078,425084.818078
2874,425080.030223,403738.321325,425080.030223,425080.030223
2875,425075.241439,403722.962194,425075.241439,425075.241439
2876,425070.451732,403707.599523,425070.451732,425070.451732
2877,425065.661109,403692.233317,425065.661109,425065.661109
2878,425060.869575,403676.863583,425060.869575,425060.869575
2879,425056.077136,403661.490327,425056.077136,425056.077136
2880,425051.283798,403646.113555,425051.283798,425051.283798
2881,425046.489568,403630.733273,425046.489568,425046.489568
2882,425041.694452,403615.349486,425041.694452,425041.694452
2883,425036.898455,403599.962202,425036.898455,425036.898455
2884,425032.101584,403584.571426,425032.101584,425032.101584
2885,425027.303845,403569.177164,425027.303845,425027.303845
2886,425022.505244,403553.779423,425022.505244,425022.505244
2887,425017.705787,403538.378207,425017.705787,425017.705787
