Time,altitude via 2D coords,altitude via 3D coords,altitude via ecc ano,altitude via true ano
5025,421011.847953,420526.330667,421011.847953,421011.847953
5026,421014.924400,420527.806520,421014.924400,421014.924400
5027,421018.005087,420529.283980,421018.005087,421018.005087
5028,421021.090012,420530.763044,421021.090012,421021.090012
5029,421024.179169,420532.243707,421024.179169,421024.179169
5030,421027.272556,420533.725966,421027.272556,421027.272556
5031,421030.370167,420535.209816,421030.370167,421030.370167
5032,421033.472000,420536.695254,421033.472000,421033.472000
5033,421036.578050,420538.182276,421036.578050,421036.578050
5034,421039.688313,420539.670878,421039.688313,421039.688313
5035,421042.802785,420541.161055,421042.802785,421042.802785
5036,421045.921463,420542.652804,421045.921463,421045.921463
5037,421049.044342,420544.146122,421049.044342,421049.044342
5038,421052.171418,420545.641003,421052.171418,421052.171418
5039,421055.302688,420547.137444,421055.302688,421055.302688
5040,421058.438147,420548.635441,421058.438147,421058.438147
5041,421061.577791,420550.134990,421061.577791,421061.577791
5042,421064.721617,420551.636087,421064.721617,421064.721617
5043,421067.869620,420553.138728,421067.869620,421067.869620
5044,421071.021797,420554.642909,421071.021797,421071.021797
5045,421074.178142,420556.148625,421074.178142,421074.178142
5046,421077.338654,420557.655874,421077.338654,421077.338654
5047,421080.503326,420559.164651,421080.503326,421080.503326
5048,421083.672156,420560.674951,421083.672156,421083.672156
5049,421086.845139,420562.186772,421086.845139,421086.845139
5050,421090.022271,420563.700108,421090.022271,421090.022271
5051,421093.203549,420565.214956,421093.203549,421093.203549
5052,421096.388967,420566.731312,421096.388967,421096.388967
5053,421099.578522,420568.249171,421099.578522,421099.578522
5054,421102.772211,420569.768530,421102.772211,421102.772211
5055,421105.970028,420571.289385,421105.970028,421105.970028
5056,421109.171970,420572.811730,421109.171970,421109.171970
5057,421112.378033,420574.335564,421112.378033,421112.378033
5058,421115.588213,420575.860880,421115.588213,421115.588213
5059,421118.802505,420577.387676,421118.802505,421118.802505
5060,421122.020906,420578.915947,421122.020906,421122.020906
5061,421125.243411,420580.445689,421125.243411,421125.243411
5062,421128.470016,420581.976898,421128.470016,421128.470016
5063,421131.700717,420583.509570,421131.700717,421131.700717
5064,421134.935511,420585.043701,421134.935511,421134.935511
5065,421138.174392,420586.579286,421138.174392,421138.174392
5066,421141.417357,420588.116321,421141.417357,421141.417357
5067,421144.664402,420589.654803,421144.664402,421144.664402
5068,421147.915523,420591.194728,421147.915523,421147.915523
5069,421151.170714,420592.736090,421151.170714,421151.170714
5070,421154.429973,420594.278886,421154.429973,421154.429973
5071,421157.693296,420595.823112,421157.693296,421157.693296
5072,421160.960677,420597.368764,421160.960677,421160.960677
5073,421164.232112,420598.915837,421164.232112,421164.232112
5074,421167.507599,420600.464327,421167.507599,421167.507599
5075,421170.787132,420602.014231,421170.787132,421170.787132
5076,421174.070707,420603.565543,421174.070707,421174.070707
5077,421177.358320,420605.118260,421177.358320,421177.358320
5078,421180.649967,420606.672378,421180.649967,421180.649967
5079,421183.945644,420608.227893,421183.945644,421183.945644
5080,421187.245346,420609.784799,421187.245346,421187.245346
5081,421190.549070,420611.343094,421190.549070,421190.549070
5082,421193.856810,420612.902772,421193.856810,421193.856810
5083,421197.168564,420614.463830,421197.168564,421197.168564
5084,421200.484326,420616.026263,421200.484326,421200.484326
5085,421203.804093,420617.590068,421203.804093,421203.804093
5086,421207.127860,420619.155240,421207.127860,421207.127860
5087,421210.455622,420620.721774,421210.455622,421210.455622
5088,421213.787377,420622.289667,421213.787377,421213.787377
5089,421217.123119,420623.858914,421217.123119,421217.123119
5090,421220.462844,420625.429511,421220.462844,421220.462844
5091,421223.806548,420627.001453,421223.806548,421223.806548
5092,421227.154227,420628.574737,421227.154227,421227.154227
5093,421230.505876,420630.149359,421230.505876,421230.505876
5094,421233.861492,420631.725313,421233.861492,421233.861492
5095,421237.221069,420633.302596,421237.221069,421237.221069
5096,421240.584604,420634.881204,421240.584604,421240.584604
5097,421243.952093,420636.461132,421243.952093,421243.952093
5098,421247.323530,420638.042375,421247.323530,421247.323530
5099,421250.698912,420639.624930,421250.698912,421250.698912
5100,421254.078235,420641.208793,421254.078235,421254.078235
5101,421257.461494,420642.793958,421257.461494,421257.461494
5102,421260.848685,420644.380422,421260.848685,421260.848685
5103,421264.239803,420645.968181,421264.239803,421264.239803
5104,421267.634844,420647.557229,421267.634844,421267.634844
5105,421271.033805,420649.147563,421271.033805,421271.033805
5106,421274.436680,420650.739179,421274.436680,421274.436680
5107,421277.843465,420652.332071,421277.843465,421277.843465
5108,421281.254156,420653.926236,421281.254156,421281.254156
5109,421284.668748,420655.521670,421284.668748,421284.668748
5110,421288.087238,420657.118368,421288.087238,421288.087238
5111,421291.509621,420658.716325,421291.509621,421291.509621
5112,421294.935892,420660.315538,421294.935892,421294.935892
5113,421298.366047,420661.916002,421298.366047,421298.366047
5114,421301.800082,420663.517712,421301.800082,421301.800082
5115,421305.237992,420665.120665,421305.237992,421305.237992
5116,421308.679773,420666.724855,421308.679773,421308.679773
5117,421312.125421,420668.330279,421312.125421,421312.125421
5118,421315.574931,420669.936932,421315.574931,421315.574931
5119,421319.028299,420671.544810,421319.028299,421319.028299
5120,421322.485521,420673.153908,421322.485521,421322.485521
5121,421325.946591,420674.764222,421325.946591,421325.946591
5122,421329.411506,420676.375748,421329.411506,421329.411506
5123,421332.880262,420677.988480,421332.880262,421332.880262
5124,421336.352853,420679.602416,421336.352853,421336.352853
5125,421339.829275,420681.217549,421339.829275,421339.829275
5126,421343.309524,420682.833877,421343.309524,421343.309524
5127,421346.793596,420684.451394,421346.793596,421346.793596
5128,421350.281486,420686.070096,421350.281486,421350.281486
5129,421353.773190,420687.689978,421353.773190,421353.773190
5130,421357.268702,420689.311037,421357.268702,421357.268702
5131,421360.768020,420690.933267,421360.768020,421360.768020
5132,421364.271137,420692.556664,421364.271137,421364.271137
5133,421367.778051,420694.181224,421367.778051,421367.778051
5134,421371.288756,420695.806943,421371.288756,421371.288756
5135,421374.803247,420697.433815,421374.803247,421374.803247
5136,421378.321522,420699.061836,421378.321522,421378.321522
5137,421381.843574,420700.691003,421381.843574,421381.843574
5138,421385.369399,420702.321310,421385.369399,421385.369399
5139,421388.898993,420703.952753,421388.898993,421388.898993
5140,421392.432352,420705.585327,421392.432352,421392.432352
5141,421395.969471,420707.219028,421395.969471,421395.969471
5142,421399.510345,420708.853851,421399.510345,421399.510345
5143,421403.054970,420710.489793,421403.054970,421403.054970
5144,421406.603342,420712.126847,421406.603342,421406.603342
5145,421410.155455,420713.765011,421410.155455,421410.155455
5146,421413.711306,420715.404279,421413.711306,421413.711306
5147,421417.270889,420717.044647,421417.270889,421417.270889
5148,421420.834201,420718.686110,421420.834201,421420.834201
5149,421424.401237,420720.328664,421424.401237,421424.401237
5150,421427.971992,420721.972305,421427.971992,421427.971992
5151,421431.546462,420723.617026,421431.546462,421431.546462
5152,421435.124641,420725.262825,421435.124641,421435.124641
5153,421438.706527,420726.909697,421438.706527,421438.706527
5154,421442.292113,420728.557637,421442.292113,421442.292113
5155,421445.881396,420730.206640,421445.881396,421445.881396
5156,421449.474370,420731.856702,421449.474370,421449.474370
5157,421453.071032,420733.507819,421453.071032,421453.071032
5158,421456.671377,420735.159985,421456.671377,421456.671377
5159,421460.275399,420736.813196,421460.275399,421460.275399
5160,421463.883096,420738.467448,421463.883096,421463.883096
5161,421467.494461,420740.122736,421467.494461,421467.494461
5162,421471.109490,420741.779055,421471.109490,421471.109490
5163,421474.728180,420743.436402,421474.728180,421474.728180
5164,421478.350524,420745.094770,421478.350524,421478.350524
5165,421481.976519,420746.754156,421481.976519,421481.976519
5166,421485.606160,420748.414555,421485.606160,421485.606160
5167,421489.239442,420750.075962,421489.239442,421489.239442
5168,421492.876361,420751.738373,421492.876361,421492.876361
5169,421496.516911,420753.401783,421496.516911,421496.516911
5170,421500.161089,420755.066188,421500.161089,421500.161089
5171,421503.808890,420756.731583,421503.808890,421503.808890
5172,421507.460309,420758.397962,421507.460309,421507.460309
5173,421511.115342,420760.065323,421511.115342,421511.115342
5174,421514.773983,420761.733659,421514.773983,421514.773983
5175,421518.436228,420763.402966,421518.436228,421518.436228
5176,421522.102073,420765.073240,421522.102073,421522.102073
5177,421525.771513,420766.744476,421525.771513,421525.771513
5178,421529.444543,420768.416670,421529.444543,421529.444543
5179,421533.121158,420770.089816,421533.121158,421533.121158
5180,421536.801354,420771.763909,421536.801354,421536.801354
5181,421540.485126,420773.438946,421540.485126,421540.485126
5182,421544.172469,420775.114922,421544.172469,421544.172469
5183,421547.863379,420776.791831,421547.863379,421547.863379
5184,421551.557851,420778.469670,421551.557851,421551.557851
5185,421555.255881,420780.148433,421555.255881,421555.255881
5186,421558.957463,420781.828116,421558.957463,421558.957463
5187,421562.662593,420783.508714,421562.662593,421562.662593
5188,421566.371266,420785.190222,421566.371266,421566.371266
5189,421570.083477,420786.872636,421570.083477,421570.083477
5190,421573.799222,420788.555950,421573.799222,421573.799222
5191,421577.518496,420790.240161,421577.518496,421577.518496
5192,421581.241295,420791.925263,421581.241295,421581.241295
5193,421584.967613,420793.611252,421584.967613,421584.967613
5194,421588.697445,420795.298123,421588.697445,421588.697445
5195,421592.430788,420796.985871,421592.430788,421592.430788
5196,421596.167636,420798.674492,421596.167636,421596.167636
5197,421599.907984,420800.363980,421599.907984,421599.907984
5198,421603.651828,420802.054332,421603.651828,421603.651828
5199,421607.399163,420803.745541,421607.399163,421607.399163
5200,421611.149984,420805.437604,421611.149984,421611.149984
5201,421614.904287,420807.130515,421614.904287,421614.904287
5202,421618.662066,420808.824271,421618.662066,421618.662066
5203,421622.423317,420810.518865,421622.423317,421622.423317
5204,421626.188035,420812.214294,421626.188035,421626.188035
5205,421629.956215,420813.910552,421629.956215,421629.956215
5206,421633.727853,420815.607635,421633.727853,421633.727853
5207,421637.502943,420817.305538,421637.502943,421637.502943
5208,421641.281482,420819.004257,421641.281482,421641.281482
5209,421645.063463,420820.703785,421645.063463,421645.063463
5210,421648.848883,420822.404119,421648.848883,421648.848883
5211,421652.637736,420824.105254,421652.637736,421652.637736
5212,421656.430017,420825.807184,421656.430017,421656.430017
5213,421660.225722,420827.509906,421660.225722,421660.225722
5214,421664.024847,420829.213413,421664.024847,421664.024847
5215,421667.827385,420830.917702,421667.827385,421667.827385
5216,421671.633332,420832.622768,421671.633332,421671.633332
5217,421675.442684,420834.328606,421675.442684,421675.442684
5218,421679.255436,420836.035210,421679.255436,421679.255436
5219,421683.071582,420837.742576,421683.071582,421683.071582
5220,421686.891118,420839.450700,421686.891118,421686.891118
5221,421690.714039,420841.159575,421690.714039,421690.714039
5222,421694.540340,420842.869199,421694.540340,421694.540340
5223,421698.370016,420844.579564,421698.370016,421698.370016
5224,421702.203062,420846.290668,421702.203062,421702.203062
5225,421706.039475,420848.002504,421706.039475,421706.039475
5226,421709.879247,420849.715068,421709.879247,421709.879247
5227,421713.722375,420851.428356,421713.722375,421713.722375
5228,421717.568855,420853.142361,421717.568855,421717.568855
5229,421721.418680,420854.857080,421721.418680,421721.418680
5230,421725.271846,420856.572507,421725.271846,421725.271846
5231,421729.128348,420858.288638,421729.128348,421729.128348
5232,421732.988181,420860.005467,421732.988181,421732.988181
5233,421736.851341,420861.722990,421736.851341,421736.851341
5234,421740.717822,420863.441201,421740.717822,421740.717822
5235,421744.587619,420865.160097,421744.587619,421744.587619
5236,421748.460728,420866.879671,421748.460728,421748.460728
5237,421752.337143,420868.599920,421752.337143,421752.337143
5238,421756.216860,420870.320837,421756.216860,421756.216860
5239,421760.099874,420872.042419,421760.099874,421760.099874
5240,421763.986180,420873.764659,421763.986180,421763.986180
5241,421767.875772,420875.487554,421767.875772,421767.875772
5242,421771.768646,420877.211098,421771.768646,421771.768646
5243,421775.664797,420878.935287,421775.664797,421775.664797
5244,421779.564220,420880.660115,421779.564220,421779.564220
5245,421783.466910,420882.385577,421783.466910,421783.466910
